topic,primary_keyword,secondary_keywords,intent,category,wordstat_frequency,competitor_refs,priority
Склад дверей: как устроен магазин и на что смотреть при выборе,склад дверей,"магазин склад дверей, склад дверей фото, выбор дверей",informational,dictionary,0,,4
